Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","PCH 전력 소비 [W]","나머지 칩 전력 소비 [W]","총 전력 소비 [W]","T3 [°C]","총 전력 소비 [W]",
12.11.2025,12:57:47.600,16.313,32.047,21.941,3.468,250.0,250.0,31.538,9.164,4.314,25.344,18.395,11.408,6.987,11.261,5.066,0.559,4.507,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:48.603,21.750,26.534,17.075,3.279,250.0,250.0,30.206,9.267,4.277,25.749,18.620,11.546,7.074,11.411,5.100,0.585,4.515,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:49.611,16.313,29.357,19.924,3.254,250.0,250.0,30.369,9.431,4.240,26.426,19.009,11.788,7.221,11.653,5.089,0.578,4.511,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:50.612,17.672,29.046,19.469,3.303,250.0,250.0,30.406,8.961,4.228,24.638,17.908,11.103,6.805,10.968,5.077,0.559,4.518,3.804,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:51.610,19.032,30.939,21.387,3.293,250.0,250.0,31.720,9.357,4.264,26.136,18.847,11.689,7.158,11.554,5.064,0.556,4.508,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:52.610,14.953,31.755,22.170,3.347,250.0,250.0,30.340,9.098,4.289,25.752,18.633,11.558,7.075,11.410,4.234,0.437,3.797,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:53.610,17.672,29.767,20.257,3.253,250.0,250.0,30.522,9.360,4.252,26.166,18.861,11.690,7.171,11.555,5.054,0.557,4.497,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:54.613,19.032,30.250,20.746,3.308,250.0,250.0,30.046,8.969,4.313,25.237,18.333,11.371,6.962,11.223,4.234,0.437,3.797,3.788,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:55.613,23.110,27.817,18.346,3.268,250.0,250.0,30.529,9.937,4.301,28.303,20.214,12.538,7.676,12.391,5.075,0.558,4.517,3.797,0.000,0.000,0.000,42.0,0.000,
12.11.2025,12:57:56.613,17.672,29.333,19.896,3.273,250.0,250.0,30.758,9.326,4.252,26.001,18.767,11.631,7.136,11.496,5.094,0.561,4.533,3.788,0.000,0.000,0.125,42.0,0.000,
